id_comentario,responsavel,termo_original,entidade_aproximada,distancia
372,Produto,atendimento,atendimento,0
373,Produto,nada,api,3
374,Produto,consultar,consultor,1
374,Produto,saldo,saldo,0
374,Produto,erro,erro,0
374,Produto,integração,integracao,2
375,Produto,onboarding,onboarding,0
375,Produto,consultar,consultor,1
375,Produto,limite,limite,0
375,Produto,onboarding,onboarding,0
375,Produto,duas,bug,3
377,Geral,nada,api,3
378,Geral,consultar,consultor,1
378,Geral,limite,limite,0
378,Geral,cadastro,cadastro,0
378,Geral,duas,bug,3
378,Geral,erro,erro,0
378,Geral,consultar,consultor,1
378,Geral,limite,limite,0
378,Geral,suporte,suporte,0
378,Geral,pediu,pix,3
378,Geral,demoro,erro,3
378,Geral,bugou,bug,2
379,Suporte,erro,erro,0
379,Suporte,cadastro,cadastro,0
379,Suporte,suporte,suporte,0
379,Suporte,pediu,pix,3
381,Produto,suporte,suporte,0
381,Produto,pediu,pix,3
381,Produto,atendimento,atendimento,0
381,Produto,cadastro,cadastro,0
381,Produto,integração,integracao,2
381,Produto,duas,bug,3
382,Produto,tudo,saldo,3
382,Produto,certo,cartao,2
383,Produto,carregamento,carregamento,0
383,Produto,relatórios,relatorio,2
383,Produto,performance,performance,0
383,Produto,demoro,erro,3
384,Geral,cadastro,cadastro,0
384,Geral,carregamento,carregamento,0
384,Geral,relatórios,relatorio,2
384,Geral,erro,erro,0
384,Geral,consultar,consultor,1
384,Geral,saldo,saldo,0
384,Geral,cadastro,cadastro,0
384,Geral,atendimento,atendimento,0
384,Geral,consultar,consultor,1
384,Geral,saldo,saldo,0
384,Geral,cadastro,cadastro,0
384,Geral,duas,bug,3
384,Geral,bugou,bug,2
385,Serviços,suporte,suporte,0
385,Serviços,pediu,pix,3
385,Serviços,erro,erro,0
385,Serviços,pagamento,pagamento,0
386,Suporte,atendimento,atendimento,0
386,Suporte,carregamento,carregamento,0
386,Suporte,relatórios,relatorio,2
386,Suporte,transferência,transferencia,1
386,Suporte,erro,erro,0
386,Suporte,pagamentos,pagamento,1
386,Suporte,erro,erro,0
386,Suporte,transferência,transferencia,1
386,Suporte,transferência,transferencia,1
386,Suporte,cadastro,cadastro,0
386,Suporte,duas,bug,3
386,Suporte,bugou,bug,2
387,Serviços,extrato,extrato,0
387,Serviços,atendimento,atendimento,0
387,Serviços,extrato,extrato,0
388,Suporte,transferência,transferencia,1
388,Suporte,erro,erro,0
388,Suporte,pagamentos,pagamento,1
388,Suporte,suporte,suporte,0
388,Suporte,pediu,pix,3
388,Suporte,erro,erro,0
388,Suporte,transferência,transferencia,1
388,Suporte,atendimento,atendimento,0
388,Suporte,transferência,transferencia,1
388,Suporte,onboarding,onboarding,0
388,Suporte,duas,bug,3
389,Serviços,carregamento,carregamento,0
389,Serviços,relatórios,relatorio,2
389,Serviços,suporte,suporte,0
389,Serviços,pediu,pix,3
390,Pós-venda,suporte,suporte,0
390,Pós-venda,pediu,pix,3
391,Produto,login,login,0
391,Produto,carregamento,carregamento,0
391,Produto,relatórios,relatorio,2
391,Produto,pagamento,pagamento,0
391,Produto,erro,erro,0
391,Produto,cadastro,cadastro,0
391,Produto,erro,erro,0
391,Produto,pagamento,pagamento,0
391,Produto,atendimento,atendimento,0
392,Produto,limite,limite,0
392,Produto,consultar,consultor,1
392,Produto,saldo,saldo,0
392,Produto,erro,erro,0
392,Produto,extrato,extrato,0
392,Produto,erro,erro,0
392,Produto,consultar,consultor,1
392,Produto,saldo,saldo,0
393,Serviços,relatório,relatorio,1
393,Serviços,extrato,extrato,0
393,Serviços,duas,bug,3
393,Serviços,atendimento,atendimento,0
393,Serviços,carregamento,carregamento,0
393,Serviços,relatórios,relatorio,2
393,Serviços,extrato,extrato,0
394,Serviços,atendimento,atendimento,0
394,Serviços,erro,erro,0
394,Serviços,transferência,transferencia,1
394,Serviços,suporte,suporte,0
394,Serviços,pediu,pix,3
394,Serviços,pagamentos,pagamento,1
394,Serviços,naum,api,3
395,Produto,limite,limite,0
395,Produto,limite,limite,0
395,Produto,erro,erro,0
395,Produto,consultar,consultor,1
395,Produto,saldo,saldo,0
395,Produto,consultar,consultor,1
395,Produto,saldo,saldo,0
395,Produto,limite,limite,0
395,Produto,duas,bug,3
395,Produto,suporte,suporte,0
395,Produto,pediu,pix,3
396,Suporte,atendimento,atendimento,0
396,Suporte,erro,erro,0
396,Suporte,boleto,boleto,0
397,Produto,consultar,consultor,1
397,Produto,limite,limite,0
397,Produto,erro,erro,0
397,Produto,onboarding,onboarding,0
397,Produto,consultar,consultor,1
397,Produto,limite,limite,0
397,Produto,cadastro,cadastro,0
397,Produto,duas,bug,3
397,Produto,bugou,bug,2
397,Produto,naum,api,3
398,Suporte,transferência,transferencia,1
398,Suporte,duas,bug,3
398,Suporte,suporte,suporte,0
398,Suporte,pediu,pix,3
398,Suporte,carregamento,carregamento,0
398,Suporte,relatórios,relatorio,2
398,Suporte,erro,erro,0
398,Suporte,transferência,transferencia,1
398,Suporte,transferência,transferencia,1
398,Suporte,erro,erro,0
398,Suporte,pagamentos,pagamento,1
399,Produto,onboarding,onboarding,0
399,Produto,carregamento,carregamento,0
399,Produto,relatórios,relatorio,2
399,Produto,suporte,suporte,0
399,Produto,pediu,pix,3
399,Produto,erro,erro,0
399,Produto,transferência,transferencia,1
399,Produto,atendimento,atendimento,0
400,Serviços,boleto,boleto,0
400,Serviços,erro,erro,0
400,Serviços,carregamento,carregamento,0
400,Serviços,relatórios,relatorio,2
401,Produto,transferência,transferencia,1
401,Produto,duas,bug,3
401,Produto,erro,erro,0
401,Produto,transferência,transferencia,1
401,Produto,carregamento,carregamento,0
401,Produto,relatórios,relatorio,2
401,Produto,transferência,transferencia,1
401,Produto,erro,erro,0
401,Produto,dashboard,dashboard,0
402,Geral,atendimento,atendimento,0
402,Geral,consultar,consultor,1
402,Geral,limite,limite,0
402,Geral,usabilidade,usabilidade,0
402,Geral,duas,bug,3
402,Geral,carregamento,carregamento,0
402,Geral,relatórios,relatorio,2
402,Geral,suporte,suporte,0
402,Geral,pediu,pix,3
402,Geral,consultar,consultor,1
402,Geral,limite,limite,0
402,Geral,erro,erro,0
402,Geral,integração,integracao,2
402,Geral,sitema,sistema,1
402,Geral,atendimnto,atendimento,1
404,Suporte,consultar,consultor,1
404,Suporte,limite,limite,0
404,Suporte,erro,erro,0
404,Suporte,pagamentos,pagamento,1
404,Suporte,consultar,consultor,1
404,Suporte,limite,limite,0
404,Suporte,dashboard,dashboard,0
404,Suporte,duas,bug,3
404,Suporte,carregamento,carregamento,0
404,Suporte,relatórios,relatorio,2
404,Suporte,suporte,suporte,0
404,Suporte,pediu,pix,3
405,Produto,atendimento,atendimento,0
405,Produto,erro,erro,0
405,Produto,integrar,integracao,3
405,Produto,sistema,sistema,0
405,Produto,performance,performance,0
405,Produto,integrar,integracao,3
405,Produto,sistema,sistema,0
405,Produto,erro,erro,0
405,Produto,integração,integracao,2
406,Suporte,cadastro,cadastro,0
406,Suporte,erro,erro,0
406,Suporte,extrato,extrato,0
406,Suporte,erro,erro,0
406,Suporte,cadastro,cadastro,0
406,Suporte,extrato,extrato,0
407,Produto,erro,erro,0
407,Produto,consultar,consultor,1
407,Produto,limite,limite,0
407,Produto,consultar,consultor,1
407,Produto,limite,limite,0
407,Produto,erro,erro,0
407,Produto,performance,performance,0
407,Produto,integração,integracao,2
408,Pós-venda,integrar,integracao,3
408,Pós-venda,sistema,sistema,0
408,Pós-venda,cartão,cartao,1
408,Pós-venda,duas,bug,3
408,Pós-venda,cartão,cartao,1
408,Pós-venda,integrar,integracao,3
408,Pós-venda,sistema,sistema,0
408,Pós-venda,erro,erro,0
408,Pós-venda,integração,integracao,2
408,Pós-venda,atendimento,atendimento,0
408,Pós-venda,carregamento,carregamento,0
408,Pós-venda,relatórios,relatorio,2
409,Geral,boleto,boleto,0
409,Geral,erro,erro,0
409,Geral,dashboard,dashboard,0
409,Geral,atendimento,atendimento,0
409,Geral,erro,erro,0
409,Geral,boleto,boleto,0
409,Geral,suporte,suporte,0
409,Geral,pediu,pix,3
409,Geral,sitema,sistema,1
409,Geral,demoro,erro,3
410,Serviços,transferência,transferencia,1
410,Serviços,duas,bug,3
410,Serviços,transferência,transferencia,1
410,Serviços,erro,erro,0
410,Serviços,login,login,0
410,Serviços,atendimento,atendimento,0
412,Produto,integrar,integracao,3
412,Produto,sistema,sistema,0
412,Produto,cadastro,cadastro,0
412,Produto,duas,bug,3
412,Produto,cadastro,cadastro,0
412,Produto,erro,erro,0
412,Produto,integrar,integracao,3
412,Produto,sistema,sistema,0
413,Serviços,pagamento,pagamento,0
413,Serviços,cartão,cartao,1
413,Serviços,duas,bug,3
413,Serviços,erro,erro,0
413,Serviços,pagamento,pagamento,0
413,Serviços,carregamento,carregamento,0
413,Serviços,relatórios,relatorio,2
413,Serviços,suporte,suporte,0
413,Serviços,pediu,pix,3
413,Serviços,cartão,cartao,1
414,Produto,consultar,consultor,1
414,Produto,limite,limite,0
414,Produto,duas,bug,3
414,Produto,suporte,suporte,0
414,Produto,pediu,pix,3
414,Produto,consultar,consultor,1
414,Produto,limite,limite,0
414,Produto,erro,erro,0
414,Produto,limite,limite,0
414,Produto,carregamento,carregamento,0
414,Produto,relatórios,relatorio,2
415,Produto,suporte,suporte,0
415,Produto,pediu,pix,3
415,Produto,integração,integracao,2
415,Produto,cadastro,cadastro,0
415,Produto,erro,erro,0
415,Produto,relatórios,relatorio,2
415,Produto,carregamento,carregamento,0
415,Produto,relatórios,relatorio,2
416,Serviços,erro,erro,0
416,Serviços,consultar,consultor,1
416,Serviços,saldo,saldo,0
416,Serviços,suporte,suporte,0
416,Serviços,pediu,pix,3
416,Serviços,consultar,consultor,1
416,Serviços,saldo,saldo,0
416,Serviços,erro,erro,0
416,Serviços,atendimento,atendimento,0
417,Suporte,consultar,consultor,1
417,Suporte,saldo,saldo,0
417,Suporte,erro,erro,0
417,Suporte,extrato,extrato,0
417,Suporte,suporte,suporte,0
417,Suporte,pediu,pix,3
417,Suporte,erro,erro,0
417,Suporte,consultar,consultor,1
417,Suporte,saldo,saldo,0
418,Geral,integrar,integracao,3
418,Geral,sistema,sistema,0
418,Geral,erro,erro,0
418,Geral,limite,limite,0
418,Geral,suporte,suporte,0
418,Geral,pediu,pix,3
418,Geral,atendimento,atendimento,0
419,Geral,pagamento,pagamento,0
419,Geral,erro,erro,0
419,Geral,performance,performance,0
419,Geral,carregamento,carregamento,0
419,Geral,relatórios,relatorio,2
419,Geral,atendimnto,atendimento,1
420,Suporte,consultar,consultor,1
420,Suporte,saldo,saldo,0
420,Suporte,cadastro,cadastro,0
420,Suporte,duas,bug,3
420,Suporte,cadastro,cadastro,0
420,Suporte,atendimento,atendimento,0
420,Suporte,suporte,suporte,0
420,Suporte,pediu,pix,3
420,Suporte,cadastro,cadastro,0
420,Suporte,consultar,consultor,1
420,Suporte,saldo,saldo,0
420,Suporte,erro,erro,0
420,Suporte,limite,limite,0
421,Geral,cadastro,cadastro,0
421,Geral,erro,erro,0
421,Geral,limite,limite,0
421,Geral,cadastro,cadastro,0
421,Geral,limite,limite,0
421,Geral,duas,bug,3
421,Geral,suporte,suporte,0
421,Geral,pediu,pix,3
422,Produto,erro,erro,0
422,Produto,transferência,transferencia,1
422,Produto,carregamento,carregamento,0
422,Produto,relatórios,relatorio,2
422,Produto,onboarding,onboarding,0
422,Produto,onboarding,onboarding,0
422,Produto,atendimento,atendimento,0
422,Produto,probelma,problema,2
422,Produto,sitema,sistema,1
422,Produto,demoro,erro,3
423,Suporte,suporte,suporte,0
423,Suporte,pediu,pix,3
423,Suporte,pagamentos,pagamento,1
423,Suporte,atendimento,atendimento,0
423,Suporte,sitema,sistema,1
423,Suporte,probelma,problema,2
424,Produto,cartão,cartao,1
424,Produto,relatório,relatorio,1
424,Produto,erro,erro,0
424,Produto,pagamentos,pagamento,1
425,Serviços,onboarding,onboarding,0
425,Serviços,onboarding,onboarding,0
425,Serviços,pagamento,pagamento,0
425,Serviços,onboarding,onboarding,0
425,Serviços,duas,bug,3
426,Produto,erro,erro,0
426,Produto,consultar,consultor,1
426,Produto,saldo,saldo,0
426,Produto,pagamentos,pagamento,1
426,Produto,consultar,consultor,1
426,Produto,saldo,saldo,0
426,Produto,pagamentos,pagamento,1
426,Produto,duas,bug,3
426,Produto,carregamento,carregamento,0
426,Produto,relatórios,relatorio,2
427,Serviços,carregamento,carregamento,0
427,Serviços,relatórios,relatorio,2
427,Serviços,suporte,suporte,0
427,Serviços,pediu,pix,3
427,Serviços,atendimento,atendimento,0
427,Serviços,integrar,integracao,3
427,Serviços,sistema,sistema,0
427,Serviços,pagamentos,pagamento,1
427,Serviços,duas,bug,3
427,Serviços,integrar,integracao,3
427,Serviços,sistema,sistema,0
427,Serviços,erro,erro,0
427,Serviços,extrato,extrato,0
427,Serviços,demoro,erro,3
427,Serviços,probelma,problema,2
427,Serviços,bugou,bug,2
428,Produto,carregamento,carregamento,0
428,Produto,relatórios,relatorio,2
428,Produto,integração,integracao,2
428,Produto,integrar,integracao,3
428,Produto,sistema,sistema,0
428,Produto,integração,integracao,2
428,Produto,duas,bug,3
428,Produto,platafroma,plataforma,2
429,Pós-venda,erro,erro,0
429,Pós-venda,consultar,consultor,1
429,Pós-venda,limite,limite,0
429,Pós-venda,consultar,consultor,1
429,Pós-venda,limite,limite,0
429,Pós-venda,usabilidade,usabilidade,0
429,Pós-venda,duas,bug,3
429,Pós-venda,usabilidade,usabilidade,0
429,Pós-venda,usabilidade,usabilidade,0
429,Pós-venda,ploblema,problema,1
430,Serviços,carregamento,carregamento,0
430,Serviços,relatórios,relatorio,2
430,Serviços,pagamentos,pagamento,1
430,Serviços,erro,erro,0
430,Serviços,integrar,integracao,3
430,Serviços,sistema,sistema,0
430,Serviços,integrar,integracao,3
430,Serviços,sistema,sistema,0
430,Serviços,pagamentos,pagamento,1
430,Serviços,duas,bug,3
431,Suporte,cartão,cartao,1
431,Suporte,carregamento,carregamento,0
431,Suporte,relatórios,relatorio,2
431,Suporte,naum,api,3
432,Suporte,cadastro,cadastro,0
432,Suporte,erro,erro,0
432,Suporte,cartão,cartao,1
432,Suporte,suporte,suporte,0
432,Suporte,pediu,pix,3
432,Suporte,cadastro,cadastro,0
433,Suporte,achei,api,3
433,Suporte,estranho,extrato,3
434,Geral,limite,limite,0
434,Geral,limite,limite,0
434,Geral,carregamento,carregamento,0
434,Geral,relatórios,relatorio,2
434,Geral,suporte,suporte,0
434,Geral,pediu,pix,3
434,Geral,cadastro,cadastro,0
434,Geral,erro,erro,0
434,Geral,onboarding,onboarding,0
435,Serviços,cadastro,cadastro,0
435,Serviços,carregamento,carregamento,0
435,Serviços,relatórios,relatorio,2
435,Serviços,cadastro,cadastro,0
435,Serviços,erro,erro,0
435,Serviços,usabilidade,usabilidade,0
435,Serviços,atendimnto,atendimento,1
435,Serviços,sitema,sistema,1
437,Geral,limite,limite,0
437,Geral,suporte,suporte,0
437,Geral,pediu,pix,3
437,Geral,consultar,consultor,1
437,Geral,saldo,saldo,0
437,Geral,limite,limite,0
437,Geral,duas,bug,3
437,Geral,consultar,consultor,1
437,Geral,saldo,saldo,0
437,Geral,erro,erro,0
437,Geral,relatórios,relatorio,2
438,Serviços,consultar,consultor,1
438,Serviços,limite,limite,0
438,Serviços,erro,erro,0
438,Serviços,cartão,cartao,1
438,Serviços,sitema,sistema,1
439,Serviços,carregamento,carregamento,0
439,Serviços,relatórios,relatorio,2
439,Serviços,suporte,suporte,0
439,Serviços,pediu,pix,3
439,Serviços,erro,erro,0
439,Serviços,cadastro,cadastro,0
440,Suporte,limite,limite,0
440,Suporte,relatório,relatorio,1
440,Suporte,erro,erro,0
440,Suporte,limite,limite,0
440,Suporte,naum,api,3
441,Suporte,relatório,relatorio,1
441,Suporte,erro,erro,0
441,Suporte,performance,performance,0
441,Suporte,erro,erro,0
441,Suporte,relatório,relatorio,1
441,Suporte,probelma,problema,2
441,Suporte,atendimnto,atendimento,1
442,Produto,erro,erro,0
442,Produto,consultar,consultor,1
442,Produto,saldo,saldo,0
442,Produto,limite,limite,0
442,Produto,consultar,consultor,1
442,Produto,saldo,saldo,0
442,Produto,limite,limite,0
442,Produto,duas,bug,3
442,Produto,carregamento,carregamento,0
442,Produto,relatórios,relatorio,2
443,Suporte,cadastro,cadastro,0
443,Suporte,usabilidade,usabilidade,0
443,Suporte,duas,bug,3
443,Suporte,erro,erro,0
443,Suporte,cadastro,cadastro,0
443,Suporte,cadastro,cadastro,0
443,Suporte,erro,erro,0
443,Suporte,onboarding,onboarding,0
443,Suporte,usabilidade,usabilidade,0
443,Suporte,probelma,problema,2
444,Produto,atendimento,atendimento,0
444,Produto,consultar,consultor,1
444,Produto,limite,limite,0
444,Produto,duas,bug,3
445,Produto,integrar,integracao,3
445,Produto,sistema,sistema,0
445,Produto,erro,erro,0
445,Produto,erro,erro,0
445,Produto,integrar,integracao,3
445,Produto,sistema,sistema,0
445,Produto,atendimnto,atendimento,1
446,Suporte,pagamento,pagamento,0
446,Suporte,cartão,cartao,1
446,Suporte,duas,bug,3
446,Suporte,cartão,cartao,1
447,Suporte,integrar,integracao,3
447,Suporte,sistema,sistema,0
447,Suporte,limite,limite,0
447,Suporte,duas,bug,3
447,Suporte,atendimento,atendimento,0
448,Serviços,integrar,integracao,3
448,Serviços,sistema,sistema,0
448,Serviços,erro,erro,0
448,Serviços,extrato,extrato,0
448,Serviços,integrar,integracao,3
448,Serviços,sistema,sistema,0
448,Serviços,duas,bug,3
448,Serviços,atendimento,atendimento,0
448,Serviços,platafroma,plataforma,2
449,Serviços,performance,performance,0
449,Serviços,carregamento,carregamento,0
449,Serviços,relatórios,relatorio,2
449,Serviços,atendimento,atendimento,0
449,Serviços,performance,performance,0
449,Serviços,pagamento,pagamento,0
449,Serviços,erro,erro,0
449,Serviços,limite,limite,0
449,Serviços,naum,api,3
450,Produto,integrar,integracao,3
450,Produto,sistema,sistema,0
450,Produto,pagamentos,pagamento,1
450,Produto,duas,bug,3
450,Produto,carregamento,carregamento,0
450,Produto,relatórios,relatorio,2
450,Produto,atendimento,atendimento,0
450,Produto,erro,erro,0
450,Produto,integrar,integracao,3
450,Produto,sistema,sistema,0
451,Serviços,boleto,boleto,0
451,Serviços,erro,erro,0
451,Serviços,extrato,extrato,0
451,Serviços,suporte,suporte,0
451,Serviços,pediu,pix,3
451,Serviços,erro,erro,0
451,Serviços,boleto,boleto,0
452,Produto,dashboard,dashboard,0
453,Suporte,carregamento,carregamento,0
453,Suporte,relatórios,relatorio,2
453,Suporte,suporte,suporte,0
453,Suporte,pediu,pix,3
453,Suporte,consultar,consultor,1
453,Suporte,limite,limite,0
453,Suporte,login,login,0
453,Suporte,duas,bug,3
453,Suporte,login,login,0
453,Suporte,erro,erro,0
453,Suporte,consultar,consultor,1
453,Suporte,limite,limite,0
454,Suporte,boleto,boleto,0
454,Suporte,usabilidade,usabilidade,0
454,Suporte,duas,bug,3
454,Suporte,atendimento,atendimento,0
454,Suporte,usabilidade,usabilidade,0
454,Suporte,usabilidade,usabilidade,0
455,Suporte,erro,erro,0
455,Suporte,boleto,boleto,0
455,Suporte,boleto,boleto,0
455,Suporte,erro,erro,0
455,Suporte,performance,performance,0
455,Suporte,boleto,boleto,0
455,Suporte,login,login,0
455,Suporte,duas,bug,3
456,Produto,carregamento,carregamento,0
456,Produto,relatórios,relatorio,2
456,Produto,erro,erro,0
456,Produto,transferência,transferencia,1
456,Produto,atendimento,atendimento,0
456,Produto,suporte,suporte,0
456,Produto,pediu,pix,3
456,Produto,bugou,bug,2
457,Produto,atendimento,atendimento,0
457,Produto,carregamento,carregamento,0
457,Produto,relatórios,relatorio,2
457,Produto,suporte,suporte,0
457,Produto,pediu,pix,3
458,Produto,integrar,integracao,3
458,Produto,sistema,sistema,0
458,Produto,erro,erro,0
458,Produto,cartão,cartao,1
458,Produto,carregamento,carregamento,0
458,Produto,relatórios,relatorio,2
458,Produto,cadastro,cadastro,0
458,Produto,suporte,suporte,0
458,Produto,pediu,pix,3
458,Produto,cadastro,cadastro,0
458,Produto,platafroma,plataforma,2
458,Produto,sitema,sistema,1
459,Suporte,transferência,transferencia,1
459,Suporte,duas,bug,3
459,Suporte,suporte,suporte,0
459,Suporte,pediu,pix,3
459,Suporte,transferência,transferencia,1
459,Suporte,erro,erro,0
459,Suporte,login,login,0
459,Suporte,erro,erro,0
459,Suporte,transferência,transferencia,1
460,Suporte,transferência,transferencia,1
460,Suporte,relatórios,relatorio,2
460,Suporte,duas,bug,3
460,Suporte,relatórios,relatorio,2
460,Suporte,ploblema,problema,1
462,Suporte,erro,erro,0
462,Suporte,transferência,transferencia,1
462,Suporte,suporte,suporte,0
462,Suporte,pediu,pix,3
462,Suporte,transferência,transferencia,1
462,Suporte,integração,integracao,2
462,Suporte,duas,bug,3
462,Suporte,atendimento,atendimento,0
463,Produto,erro,erro,0
463,Produto,consultar,consultor,1
463,Produto,limite,limite,0
463,Produto,consultar,consultor,1
463,Produto,limite,limite,0
463,Produto,erro,erro,0
463,Produto,usabilidade,usabilidade,0
463,Produto,consultar,consultor,1
463,Produto,limite,limite,0
463,Produto,extrato,extrato,0
463,Produto,duas,bug,3
463,Produto,atendimento,atendimento,0
463,Produto,naum,api,3
464,Suporte,pagamento,pagamento,0
464,Suporte,relatórios,relatorio,2
464,Suporte,duas,bug,3
464,Suporte,relatórios,relatorio,2
465,Produto,pagamentos,pagamento,1
465,Produto,atendimento,atendimento,0
465,Produto,erro,erro,0
465,Produto,consultar,consultor,1
465,Produto,limite,limite,0
466,Serviços,dashboard,dashboard,0
466,Serviços,dashboard,dashboard,0
466,Serviços,consultar,consultor,1
466,Serviços,limite,limite,0
466,Serviços,erro,erro,0
466,Serviços,cartão,cartao,1
467,Serviços,erro,erro,0
467,Serviços,pagamento,pagamento,0
467,Serviços,suporte,suporte,0
467,Serviços,pediu,pix,3
467,Serviços,bugou,bug,2
467,Serviços,sitema,sistema,1
468,Produto,extrato,extrato,0
468,Produto,atendimento,atendimento,0
468,Produto,extrato,extrato,0
468,Produto,suporte,suporte,0
468,Produto,pediu,pix,3
468,Produto,probelma,problema,2
469,Suporte,boleto,boleto,0
469,Suporte,performance,performance,0
469,Suporte,duas,bug,3
469,Suporte,boleto,boleto,0
469,Suporte,erro,erro,0
469,Suporte,onboarding,onboarding,0
471,Suporte,nada,api,3
472,Serviços,relatórios,relatorio,2
472,Serviços,relatórios,relatorio,2
472,Serviços,cadastro,cadastro,0
472,Serviços,relatórios,relatorio,2
472,Serviços,duas,bug,3
472,Serviços,cadastro,cadastro,0
472,Serviços,erro,erro,0
472,Serviços,integração,integracao,2
472,Serviços,suporte,suporte,0
472,Serviços,pediu,pix,3
472,Serviços,atendimento,atendimento,0
473,Suporte,suporte,suporte,0
473,Suporte,pediu,pix,3
474,Geral,carregamento,carregamento,0
474,Geral,relatórios,relatorio,2
474,Geral,erro,erro,0
474,Geral,consultar,consultor,1
474,Geral,limite,limite,0
475,Produto,relatório,relatorio,1
475,Produto,duas,bug,3
475,Produto,relatório,relatorio,1
475,Produto,erro,erro,0
475,Produto,suporte,suporte,0
475,Produto,pediu,pix,3
475,Produto,atendimento,atendimento,0
476,Serviços,carregamento,carregamento,0
476,Serviços,relatórios,relatorio,2
476,Serviços,suporte,suporte,0
476,Serviços,pediu,pix,3
476,Serviços,cadastro,cadastro,0
476,Serviços,extrato,extrato,0
476,Serviços,duas,bug,3
477,Geral,pagamentos,pagamento,1
477,Geral,erro,erro,0
477,Geral,transferência,transferencia,1
477,Geral,atendimento,atendimento,0
477,Geral,demoro,erro,3
477,Geral,probelma,problema,2
478,Produto,carregamento,carregamento,0
478,Produto,relatórios,relatorio,2
478,Produto,pagamentos,pagamento,1
478,Produto,integrar,integracao,3
478,Produto,sistema,sistema,0
478,Produto,erro,erro,0
478,Produto,atendimento,atendimento,0
478,Produto,erro,erro,0
478,Produto,integrar,integracao,3
478,Produto,sistema,sistema,0
479,Serviços,pagamentos,pagamento,1
479,Serviços,atendimento,atendimento,0
479,Serviços,transferência,transferencia,1
479,Serviços,pagamentos,pagamento,1
479,Serviços,duas,bug,3
479,Serviços,suporte,suporte,0
479,Serviços,pediu,pix,3
480,Serviços,suporte,suporte,0
480,Serviços,pediu,pix,3
480,Serviços,consultar,consultor,1
480,Serviços,saldo,saldo,0
480,Serviços,erro,erro,0
481,Geral,pagamentos,pagamento,1
481,Geral,demoro,erro,3
481,Geral,ploblema,problema,1
481,Geral,bugou,bug,2
482,Produto,erro,erro,0
482,Produto,consultar,consultor,1
482,Produto,saldo,saldo,0
482,Produto,suporte,suporte,0
482,Produto,pediu,pix,3
483,Produto,onboarding,onboarding,0
483,Produto,relatório,relatorio,1
483,Produto,erro,erro,0
483,Produto,cartão,cartao,1
483,Produto,erro,erro,0
483,Produto,relatório,relatorio,1
483,Produto,relatório,relatorio,1
483,Produto,onboarding,onboarding,0
483,Produto,duas,bug,3
484,Pós-venda,erro,erro,0
484,Pós-venda,pagamento,pagamento,0
485,Produto,consultar,consultor,1
485,Produto,limite,limite,0
485,Produto,usabilidade,usabilidade,0
485,Produto,duas,bug,3
485,Produto,atendimento,atendimento,0
485,Produto,consultar,consultor,1
485,Produto,limite,limite,0
485,Produto,erro,erro,0
485,Produto,suporte,suporte,0
485,Produto,pediu,pix,3
486,Produto,erro,erro,0
486,Produto,consultar,consultor,1
486,Produto,saldo,saldo,0
486,Produto,usabilidade,usabilidade,0
486,Produto,carregamento,carregamento,0
486,Produto,relatórios,relatorio,2
486,Produto,consultar,consultor,1
486,Produto,saldo,saldo,0
486,Produto,usabilidade,usabilidade,0
486,Produto,duas,bug,3
487,Produto,suporte,suporte,0
487,Produto,pediu,pix,3
487,Produto,relatórios,relatorio,2
488,Serviços,cartão,cartao,1
488,Serviços,cartão,cartao,1
488,Serviços,carregamento,carregamento,0
488,Serviços,relatórios,relatorio,2
488,Serviços,consultar,consultor,1
488,Serviços,saldo,saldo,0
488,Serviços,cartão,cartao,1
488,Serviços,duas,bug,3
488,Serviços,atendimento,atendimento,0
488,Serviços,suporte,suporte,0
488,Serviços,pediu,pix,3
488,Serviços,bugou,bug,2
488,Serviços,naum,api,3
489,Produto,erro,erro,0
489,Produto,pagamento,pagamento,0
489,Produto,suporte,suporte,0
489,Produto,pediu,pix,3
489,Produto,atendimento,atendimento,0
491,Serviços,carregamento,carregamento,0
491,Serviços,relatórios,relatorio,2
491,Serviços,transferência,transferencia,1
491,Serviços,cartão,cartao,1
491,Serviços,duas,bug,3
491,Serviços,erro,erro,0
491,Serviços,transferência,transferencia,1
492,Produto,transferência,transferencia,1
492,Produto,duas,bug,3
492,Produto,suporte,suporte,0
492,Produto,pediu,pix,3
492,Produto,ploblema,problema,1
493,Suporte,login,login,0
494,Produto,limite,limite,0
494,Produto,pagamento,pagamento,0
494,Produto,erro,erro,0
494,Produto,pagamento,pagamento,0
494,Produto,limite,limite,0
494,Produto,duas,bug,3
494,Produto,suporte,suporte,0
494,Produto,pediu,pix,3
495,Suporte,cadastro,cadastro,0
496,Geral,integrar,integracao,3
496,Geral,sistema,sistema,0
496,Geral,duas,bug,3
496,Geral,erro,erro,0
496,Geral,integrar,integracao,3
496,Geral,sistema,sistema,0
497,Suporte,atendimento,atendimento,0
497,Suporte,transferência,transferencia,1
497,Suporte,cadastro,cadastro,0
497,Suporte,duas,bug,3
497,Suporte,cadastro,cadastro,0
497,Suporte,cadastro,cadastro,0
497,Suporte,sitema,sistema,1
498,Geral,carregamento,carregamento,0
498,Geral,relatórios,relatorio,2
498,Geral,cadastro,cadastro,0
498,Geral,erro,erro,0
498,Geral,dashboard,dashboard,0
498,Geral,atendimento,atendimento,0
499,Produto,atendimento,atendimento,0
