id_comentario,responsavel,entidade,tipo
931,Serviços,vcs,PER
932,Suporte,Tentei,PER
933,Serviços,Precisei,LOC
933,Serviços,Tentei,PER
934,Pós-venda,naum,LOC
935,Suporte,Tentei,PER
935,Suporte,vcs,PER
938,Pós-venda,Precisei,LOC
939,Geral,Tentei,PER
940,Produto,Tentei,PER
941,Produto,Precisei,LOC
941,Produto,Tentei,PER
943,Serviços,Precisei,LOC
944,Suporte,Tentei,PER
944,Suporte,Precisei,LOC
947,Produto,Tentei,PER
949,Produto,Tentei,PER
950,Suporte,Precisei,LOC
950,Suporte,Tentei,PER
951,Geral,Precisei,LOC
951,Geral,cadastro,LOC
951,Geral,dashboard,LOC
951,Geral,ploblema vcs,PER
953,Suporte,Precisei,LOC
953,Suporte,dashboard,PER
954,Geral,Precisei,LOC
955,Serviços,Tentei,PER
956,Suporte,Precisei,LOC
957,Suporte,Tentei,PER
957,Suporte,Precisei,LOC
957,Suporte,probelma ploblema,PER
958,Suporte,Tentei,PER
959,Produto,Normal,LOC
962,Serviços,onboarding,PER
963,Serviços,Tentei,PER
964,Produto,onboarding,MISC
964,Produto,login,PER
964,Produto,Tentei,PER
965,Serviços,Tentei,PER
965,Serviços,limite,PER
967,Produto,Precisei,LOC
968,Serviços,platafroma,LOC
969,Pós-venda,Precisei,LOC
969,Pós-venda,Tentei,PER
973,Suporte,chat,PER
974,Suporte,limite,PER
975,Produto,Precisei,LOC
975,Produto,Tentei,PER
975,Produto,vcs msg,PER
976,Serviços,Precisei,LOC
977,Serviços,Tentei,PER
978,Suporte,Precisei,LOC
980,Serviços,Tentei,PER
980,Serviços,naum,LOC
981,Suporte,Tentei,PER
982,Geral,Tentei,PER
982,Geral,Precisei,LOC
982,Geral,travano probelma msg,PER
983,Produto,Precisei,LOC
985,Suporte,cadastro,LOC
988,Pós-venda,Precisei,LOC
990,Suporte,Precisei,LOC
991,Produto,Tentei,PER
995,Produto,Precisei,LOC
995,Produto,limite,PER
999,Pós-venda,Precisei,LOC
999,Pós-venda,Tentei,PER
1001,Produto,Tentei,PER
1002,Geral,dashboard,PER
1002,Geral,Tentei,PER
1003,Produto,Tentei,PER
1004,Geral,Precisei,LOC
1005,Produto,Precisei,LOC
1005,Produto,dashboard,PER
1005,Produto,Tentei,PER
1006,Suporte,Tentei,PER
1007,Suporte,vcs,LOC
1009,Suporte,Tentei,PER
1010,Suporte,Tentei,PER
1011,Serviços,Precisei,LOC
1013,Produto,Tentei,PER
1013,Produto,Precisei,LOC
1019,Produto,Normal,LOC
1020,Suporte,Precisei,LOC
1021,Geral,Normal,LOC
1022,Serviços,ploblema,PER
1023,Serviços,Precisei,LOC
1023,Serviços,Tentei,PER
1025,Produto,Tentei,PER
1025,Produto,Precisei,LOC
1026,Suporte,Tentei,PER
1026,Suporte,vcs,PER
1027,Produto,Tentei,PER
1029,Produto,Precisei,LOC
1030,Produto,Precisei,LOC
1030,Produto,Tentei,PER
1030,Produto,naum,LOC
1032,Serviços,Tentei,PER
1036,Geral,Ok,LOC
1037,Serviços,Tentei,PER
1038,Produto,onboarding,MISC
1039,Produto,Precisei,LOC
1042,Suporte,Tentei,PER
1044,Suporte,Tentei,PER
1045,Suporte,cadastro,LOC
1047,Suporte,Precisei,LOC
1047,Suporte,ploblema demoro sitema,PER
1048,Serviços,Precisei,LOC
1051,Serviços,Tentei,PER
1053,Suporte,Tentei,PER
1053,Suporte,Precisei,LOC
1054,Produto,Precisei,LOC
1054,Produto,Tentei,PER
1056,Geral,Ok,LOC
1057,Produto,naum,LOC
1058,Serviços,Ok,LOC
1060,Serviços,Normal,LOC
1061,Geral,Precisei,LOC
1064,Suporte,Tentei,PER
1064,Suporte,Precisei,LOC
1065,Suporte,Tentei,PER
1066,Serviços,Precisei,LOC
1066,Serviços,Tentei,PER
1067,Produto,Precisei,LOC
1067,Produto,demoro probelma,PER
1070,Geral,Precisei,LOC
1071,Geral,Tentei,PER
1071,Geral,Precisei,LOC
1071,Geral,platafroma,LOC
1073,Produto,Tentei,PER
1076,Geral,Tentei,PER
1078,Produto,Precisei,LOC
1080,Serviços,onboarding,LOC
1080,Serviços,Tentei,PER
1081,Produto,Precisei,LOC
1082,Suporte,Precisei,LOC
1084,Suporte,Precisei,LOC
1085,Produto,Regular,LOC
1087,Serviços,Precisei,LOC
1087,Serviços,onboarding,MISC
1088,Suporte,Precisei,LOC
1089,Suporte,onboarding,MISC
1089,Suporte,Precisei,LOC
1090,Suporte,Tentei,PER
1091,Serviços,Precisei,LOC
1091,Serviços,Tentei,PER
1093,Geral,Tentei,PER
1095,Suporte,Tentei,PER
1096,Suporte,ploblema,PER
1097,Suporte,Normal,LOC
1098,Produto,Precisei,LOC
1098,Produto,Tentei,PER
1099,Serviços,naum,LOC
1100,Serviços,limite,PER
1101,Produto,Precisei,LOC
1101,Produto,Tentei,PER
1102,Geral,Tentei,PER
1103,Produto,Precisei,LOC
1104,Suporte,naum travano,PER
1105,Produto,cadastro,LOC
1107,Produto,chat,PER
1109,Suporte,Precisei,LOC
1111,Suporte,Precisei,LOC
1111,Suporte,cadastro,LOC
1112,Produto,Precisei,LOC
1113,Serviços,Precisei,LOC
1115,Suporte,travano,LOC
1116,Produto,Precisei,LOC
1116,Produto,Tentei,PER
1116,Produto,limite,PER
1116,Produto,travano vcs,PER
1117,Produto,Tentei,PER
1118,Serviços,Precisei,LOC
1118,Serviços,Tentei,PER
1119,Suporte,Tentei,PER
1120,Suporte,Tentei,PER
1121,Produto,Precisei,LOC
1121,Produto,Tentei,PER
1122,Suporte,Tentei,PER
1123,Pós-venda,Tentei,PER
1126,Geral,Precisei,LOC
1127,Produto,Tentei,PER
1128,Produto,Precisei,LOC
1128,Produto,Tentei,PER
1130,Pós-venda,Precisei,LOC
1131,Suporte,limite,PER
1131,Suporte,Tentei,PER
1133,Geral,Tentei,PER
1133,Geral,Precisei,LOC
1135,Produto,Precisei,LOC
1135,Produto,travano vcs,PER
1136,Produto,Precisei,LOC
1137,Serviços,Precisei,LOC
1138,Produto,Precisei,LOC
1139,Geral,Precisei,LOC
1140,Suporte,Precisei,LOC
1141,Produto,Normal,LOC
1143,Serviços,Tentei,PER
1145,Pós-venda,Precisei,LOC
1146,Serviços,Precisei,LOC
1147,Suporte,Tentei,PER
1147,Suporte,Precisei,LOC
1149,Suporte,Tentei,PER
1150,Serviços,Precisei,LOC
1151,Pós-venda,Precisei,LOC
1152,Pós-venda,Precisei,LOC
1153,Suporte,naum,LOC
1156,Produto,onboarding,MISC
1158,Suporte,Precisei,LOC
1161,Serviços,Precisei,LOC
1162,Suporte,dashboard,LOC
1162,Suporte,Precisei,LOC
1163,Produto,Tentei,PER
1163,Produto,naum,LOC
1167,Produto,Tentei,PER
1167,Produto,dashboard,PER
1168,Suporte,Precisei,LOC
1169,Suporte,Ok,LOC
1170,Serviços,Precisei,LOC
1171,Serviços,Tentei,PER
1171,Serviços,Precisei,LOC
1173,Serviços,Precisei,LOC
1173,Serviços,Tentei,PER
1174,Produto,Precisei,LOC
1174,Produto,limite,PER
1176,Geral,Precisei,LOC
1177,Serviços,Precisei,LOC
1177,Serviços,onboarding,MISC
1180,Geral,Tentei,PER
1181,Suporte,Tentei,PER
1184,Suporte,Precisei,LOC
1185,Produto,Tentei,PER
1185,Produto,Precisei,LOC
1188,Serviços,Tentei,PER
1189,Suporte,onboarding,MISC
1190,Pós-venda,Tentei,PER
1190,Pós-venda,Precisei,LOC
1191,Produto,Precisei,LOC
1192,Suporte,Precisei,LOC
1192,Suporte,onboarding,LOC
1192,Suporte,Tentei,PER
1193,Produto,Regular,LOC
1199,Geral,Precisei,LOC
1199,Geral,vcs,LOC
1200,Pós-venda,Precisei,LOC
1200,Pós-venda,Tentei,PER
1201,Suporte,Tentei,PER
1203,Produto,Precisei,LOC
1204,Geral,Precisei,LOC
1205,Produto,Tentei,PER
1205,Produto,vcs ploblema,PER
1209,Serviços,Precisei,LOC
1210,Produto,Tentei,PER
1211,Serviços,Tentei,PER
1212,Pós-venda,limite,PER
1213,Pós-venda,Tentei,PER
1215,Pós-venda,Precisei,LOC
1216,Geral,Precisei,LOC
1217,Suporte,Precisei,LOC
1217,Suporte,Tentei,PER
1219,Suporte,travano ploblema,PER
1220,Suporte,Precisei,LOC
1220,Suporte,Tentei,PER
1221,Produto,dashboard,PER
1221,Produto,Precisei,LOC
1222,Suporte,Precisei,LOC
1224,Suporte,limite,PER
1225,Serviços,Precisei,LOC
1225,Serviços,Tentei,PER
1225,Serviços,dashboard,PER
1226,Suporte,Ok,LOC
1229,Produto,Precisei,LOC
1231,Geral,Tentei,PER
1232,Produto,Tentei,PER
1232,Produto,Precisei,LOC
1233,Geral,Precisei,LOC
1233,Geral,platafroma,LOC
1234,Serviços,Tentei,PER
1234,Serviços,demoro sitema,PER
1236,Serviços,Regular,LOC
1237,Produto,login,PER
1237,Produto,Tentei,PER
1238,Suporte,Tentei,PER
1238,Suporte,probelma vcs,PER
1240,Produto,Precisei,LOC
1241,Produto,Tentei,PER
1243,Produto,Precisei,LOC
1244,Geral,Tentei,PER
1246,Suporte,Tentei,PER
1250,Serviços,Precisei,LOC
1252,Suporte,Tentei,PER
1253,Produto,Precisei,LOC
1256,Serviços,Precisei,LOC
1257,Produto,Precisei,LOC
1259,Produto,Precisei,LOC
1260,Produto,Precisei,LOC
1261,Suporte,Precisei,LOC
1262,Pós-venda,Tentei,PER
1264,Suporte,Precisei,LOC
1264,Suporte,naum,LOC
1265,Geral,Precisei,LOC
1266,Geral,Tentei,PER
1269,Geral,Tentei,PER
1270,Suporte,Precisei,LOC
1270,Suporte,Tentei,PER
1270,Suporte,dashboard,PER
1270,Suporte,platafroma,LOC
1272,Suporte,naum,LOC
1273,Suporte,dashboard,PER
1274,Suporte,Precisei,LOC
1274,Suporte,login,PER
1275,Geral,Tentei,PER
1275,Geral,Precisei,LOC
1275,Geral,vcs qdo sitema,PER
1277,Produto,Tentei,PER
1277,Produto,ploblema,LOC
1279,Serviços,onboarding,LOC
1279,Serviços,cadastro,MISC
1280,Serviços,Regular,LOC
1281,Suporte,Normal,LOC
1282,Produto,Tentei,PER
1282,Produto,onboarding,MISC
1283,Serviços,Precisei,LOC
1283,Serviços,onboarding,MISC
1284,Suporte,Precisei,LOC
1285,Geral,Tentei,PER
1286,Geral,Tentei,PER
1288,Suporte,Tentei,PER
1288,Suporte,vcs,PER
1289,Pós-venda,Tentei,PER
1290,Serviços,cadastro,LOC
1291,Geral,limite,PER
1292,Geral,Precisei,LOC
1293,Suporte,Precisei,LOC
1293,Suporte,Tentei,PER
1293,Suporte,onboarding,PER
1294,Produto,Precisei,LOC
1295,Geral,Precisei,LOC
1295,Geral,Tentei,PER
1296,Produto,Precisei,LOC
1296,Produto,Tentei,PER
1297,Geral,Tentei,PER
1300,Serviços,dashboard,PER
1300,Serviços,Precisei,LOC
1301,Serviços,Tentei,PER
1301,Serviços,Precisei,LOC
1302,Suporte,Precisei,LOC
1302,Suporte,vcs,LOC
1307,Serviços,Tentei,PER
1308,Geral,Tentei,PER
1308,Geral,naum,LOC
1309,Suporte,platafroma,LOC
1310,Serviços,Tentei,PER
1311,Serviços,Precisei,LOC
1312,Serviços,Tentei,PER
1314,Suporte,Tentei,PER
1314,Suporte,Precisei,LOC
1314,Suporte,login,PER
1314,Suporte,onboarding,MISC
1314,Suporte,msg,ORG
1316,Suporte,Tentei,PER
1316,Suporte,Precisei,LOC
1317,Suporte,Tentei,PER
1318,Suporte,Precisei,LOC
1318,Suporte,Tentei,PER
1319,Pós-venda,Tentei,PER
1321,Produto,Precisei,LOC
1323,Produto,Precisei,LOC
1323,Produto,Tentei,PER
1325,Pós-venda,Tentei,PER
1326,Produto,naum sitema,PER
1329,Suporte,Ok,LOC
1331,Produto,login,PER
1333,Geral,Precisei,LOC
1333,Geral,Tentei,PER
1335,Suporte,Regular,LOC
1336,Produto,Precisei,LOC
1336,Produto,Tentei,PER
1337,Suporte,Precisei,LOC
1339,Produto,Tentei,PER
1341,Suporte,limite,PER
1341,Suporte,demoro,PER
1342,Produto,Tentei,PER
1345,Serviços,Tentei,PER
1346,Suporte,Ok,LOC
1348,Suporte,naum,LOC
1351,Geral,Precisei,LOC
1352,Produto,Precisei,LOC
1353,Suporte,Normal,LOC
1354,Produto,login,PER
1354,Produto,Precisei,LOC
1357,Produto,Precisei,LOC
1359,Produto,Tentei,PER
1359,Produto,naum,LOC
1360,Suporte,Precisei,LOC
1360,Suporte,Tentei,PER
1361,Serviços,Tentei,PER
1364,Suporte,Tentei,PER
1365,Serviços,Precisei,LOC
1366,Geral,Precisei,LOC
1368,Produto,chat,PER
1368,Produto,Tentei,PER
1370,Serviços,Tentei,PER
1372,Suporte,vcs,LOC
1375,Suporte,Tentei,PER
1375,Suporte,dashboard,PER
1376,Suporte,dashboard,PER
1378,Produto,Tentei,PER
1380,Suporte,Precisei,LOC
1382,Suporte,Precisei,LOC
1383,Suporte,Precisei,LOC
1384,Suporte,Tentei,PER
1387,Suporte,Tentei,PER
1387,Suporte,dashboard,PER
1388,Produto,Tentei,PER
1391,Suporte,Tentei,PER
1392,Suporte,Tentei,PER
1396,Suporte,Precisei,LOC
1397,Suporte,Precisei,LOC
1397,Suporte,Tentei,PER
1398,Serviços,Tentei,PER
1398,Serviços,onboarding,MISC
1399,Serviços,Precisei,LOC
1399,Serviços,vcs,PER
1400,Suporte,Tentei,PER
1400,Suporte,Precisei,LOC
1401,Pós-venda,Tentei,PER
1401,Pós-venda,vcs qdo demoro,PER
1402,Suporte,Precisei,LOC
1405,Produto,onboarding,PER
1406,Suporte,dashboard,PER
1406,Suporte,Precisei,LOC
1407,Produto,Tentei,PER
1407,Produto,dashboard,PER
1408,Suporte,Precisei,LOC
1409,Geral,Precisei,LOC
1409,Geral,Tentei,PER
1411,Suporte,Tentei,PER
1413,Serviços,Tentei,PER
1414,Serviços,Precisei,LOC
1415,Suporte,Tentei,PER
1416,Produto,Ok,LOC
1422,Suporte,Regular,LOC
1423,Pós-venda,Tentei,PER
1424,Produto,Precisei,LOC
1426,Produto,Precisei,LOC
1427,Serviços,Precisei,LOC
1427,Serviços,Tentei,PER
1430,Produto,Precisei,LOC
1430,Produto,Tentei,PER
1431,Serviços,Tentei,PER
1432,Serviços,ploblema,PER
1434,Geral,Tentei,PER
1435,Produto,Tentei,PER
1435,Produto,dashboard,PER
1435,Produto,dashboard,PER
1436,Produto,Tentei,PER
1437,Geral,vcs qdo,PER
1438,Produto,Tentei,PER
1440,Suporte,Precisei,LOC
1440,Suporte,Tentei,PER
1440,Suporte,dashboard,PER
1441,Suporte,Tentei,PER
1442,Serviços,Precisei,LOC
1442,Serviços,Tentei,PER
1445,Geral,Tentei,PER
1450,Serviços,Tentei,PER
1451,Pós-venda,Tentei,PER
1451,Pós-venda,Precisei,LOC
1452,Serviços,demoro probelma,PER
1455,Produto,Tentei,PER
1460,Serviços,Tentei,PER
1461,Suporte,Precisei,LOC
1462,Produto,dashboard,PER
1462,Produto,platafroma,LOC
1465,Suporte,Precisei,LOC
1467,Suporte,cadastro,LOC
1468,Suporte,Precisei,LOC
1468,Suporte,vcs ploblema,PER
1471,Geral,onboarding,MISC
1473,Produto,Precisei,LOC
1473,Produto,Tentei,PER
1474,Pós-venda,dashboard,PER
1474,Pós-venda,Precisei,LOC
1475,Serviços,Tentei,PER
1475,Serviços,naum,LOC
1476,Produto,Ok,LOC
1478,Produto,Tentei,PER
1480,Serviços,Tentei,PER
1481,Pós-venda,dashboard,LOC
1482,Suporte,Tentei,PER
1483,Suporte,cadastro,LOC
1483,Suporte,Tentei,PER
1484,Suporte,Tentei,PER
1484,Suporte,dashboard,PER
1485,Suporte,Tentei,PER
1485,Suporte,naum,LOC
1486,Serviços,ploblema naum,PER
1488,Produto,Precisei,LOC
1488,Produto,Tentei,PER
1489,Suporte,vcs sitema probelma,PER
1491,Produto,Precisei,LOC
1492,Pós-venda,Precisei,LOC
1494,Geral,Tentei,PER
1496,Produto,Precisei,LOC
1496,Produto,dashboard,LOC
1497,Suporte,Normal,LOC
1499,Suporte,Precisei,LOC
1499,Suporte,onboarding,PER
1500,Produto,Ok,LOC
1501,Serviços,Tentei,PER
1502,Produto,Tentei,PER
1502,Produto,dashboard,PER
1502,Produto,Precisei,LOC
1503,Suporte,Precisei,LOC
1504,Suporte,Precisei,LOC
1505,Produto,Tentei,PER
1505,Produto,onboarding,LOC
1505,Produto,relatórios,PER
1506,Suporte,Precisei,LOC
1508,Produto,Precisei,LOC
1509,Serviços,Precisei,LOC
1509,Serviços,travano demoro bugou,PER
1510,Serviços,onboarding,MISC
1510,Serviços,Precisei,LOC
1510,Serviços,demoro vcs,PER
1512,Geral,Precisei,LOC
1512,Geral,Tentei,PER
1513,Pós-venda,Tentei,PER
1513,Pós-venda,probelma naum demoro,PER
1514,Suporte,Tentei,PER
1514,Suporte,Precisei,LOC
1515,Pós-venda,Tentei,PER
1516,Produto,Precisei,LOC
1516,Produto,Tentei,PER
1517,Suporte,Precisei,LOC
1518,Serviços,Precisei,LOC
1519,Suporte,Tentei,PER
1520,Produto,Ok,LOC
1521,Suporte,Tentei,PER
1521,Suporte,dashboard,PER
1521,Suporte,ploblema vcs,PER
1523,Serviços,Tentei,PER
1525,Geral,Tentei,PER
1526,Geral,Tentei,PER
1526,Geral,Precisei,LOC
1527,Suporte,vcs platafroma qdo,PER
1529,Pós-venda,Tentei,PER
1530,Produto,Tentei,PER
1531,Pós-venda,Precisei,LOC
1532,Pós-venda,Tentei,PER
1535,Geral,Tentei,PER
1535,Geral,Precisei,LOC
1536,Serviços,Tentei,PER
1536,Serviços,dashboard,LOC
1537,Geral,Precisei,LOC
1540,Produto,Precisei,LOC
1541,Suporte,Tentei,PER
1542,Serviços,Precisei,LOC
1542,Serviços,Tentei,PER
1542,Serviços,naum,PER
1544,Produto,Precisei,LOC
1544,Produto,Tentei,PER
1544,Produto,travano platafroma bugou,PER
1545,Serviços,Precisei,LOC
1545,Serviços,naum,LOC
1547,Serviços,Precisei,LOC
1550,Geral,Tentei,PER
1552,Suporte,Precisei,LOC
1552,Suporte,Tentei,PER
1555,Suporte,Precisei,LOC
1555,Suporte,naum,LOC
1559,Produto,Regular,LOC
1560,Pós-venda,Tentei,PER
1560,Pós-venda,Precisei,LOC
1561,Serviços,Tentei,PER
1561,Serviços,Precisei,LOC
1561,Serviços,naum,PER
1562,Produto,Tentei,PER
1564,Suporte,Precisei,LOC
1564,Suporte,Tentei,PER
1565,Suporte,Regular,LOC
1567,Suporte,limite,PER
1567,Suporte,Precisei,LOC
1567,Suporte,naum demoro sitema,PER
1569,Suporte,Tentei,PER
1570,Produto,onboarding,LOC
1570,Produto,Tentei,PER
1572,Produto,Precisei,LOC
1572,Produto,naum ploblema,ORG
1573,Produto,Precisei,LOC
1573,Produto,naum probelma vcs,PER
1575,Serviços,Precisei,LOC
1577,Produto,Precisei,LOC
1579,Serviços,Tentei,PER
1579,Serviços,Precisei,LOC
1580,Serviços,vcs,PER
1581,Produto,Precisei,LOC
1582,Geral,Precisei,LOC
1583,Geral,Precisei,LOC
1583,Geral,Tentei,PER
1584,Geral,Precisei,LOC
1584,Geral,onboarding,MISC
1585,Suporte,Precisei,LOC
1587,Suporte,login,PER
1589,Suporte,Ok,LOC
1590,Produto,Precisei,LOC
1590,Produto,Tentei,PER
1592,Suporte,Tentei,PER
1592,Suporte,Precisei,LOC
1594,Serviços,Precisei,LOC
1594,Serviços,Tentei,PER
1595,Suporte,Precisei,LOC
1597,Produto,Tentei,PER
1597,Produto,Precisei,LOC
1598,Pós-venda,Precisei,LOC
1599,Pós-venda,vcs,PER
1602,Suporte,Tentei,PER
1603,Serviços,dashboard,PER
1605,Produto,Tentei,PER
1606,Produto,Tentei,PER
1606,Produto,limite,PER
1607,Pós-venda,Tentei,PER
1608,Produto,Tentei,PER
1608,Produto,Precisei,LOC
1609,Geral,Precisei,LOC
1609,Geral,demoro vcs,PER
1611,Suporte,Tentei,PER
1613,Geral,chat,PER
1613,Geral,demoro naum qdo,PER
1614,Geral,Precisei,LOC
1615,Suporte,Precisei,LOC
1615,Suporte,Tentei,PER
1615,Suporte,dashboard,PER
1616,Pós-venda,Precisei,LOC
1617,Produto,Precisei,LOC
1617,Produto,Tentei,PER
1618,Geral,naum,LOC
1620,Serviços,Regular,LOC
1621,Suporte,Precisei,LOC
1622,Suporte,Tentei,PER
1623,Pós-venda,Tentei,PER
1624,Suporte,vcs travano,PER
1625,Serviços,Precisei,LOC
1626,Serviços,Tentei,PER
1627,Suporte,travano probelma,PER
1628,Produto,Precisei,LOC
1629,Serviços,Precisei,LOC
1630,Suporte,Tentei,PER
1631,Produto,Tentei,PER
1631,Produto,Precisei,LOC
1632,Pós-venda,Tentei,PER
1635,Suporte,Regular,LOC
1637,Serviços,Tentei,PER
1638,Serviços,Tentei,PER
1639,Suporte,Tentei,PER
1640,Suporte,Precisei,LOC
1640,Suporte,dashboard,PER
1640,Suporte,naum,LOC
1641,Serviços,Precisei,LOC
1643,Serviços,Tentei,PER
1643,Serviços,vcs sitema,PER
1645,Serviços,Precisei,LOC
1645,Serviços,Tentei,PER
1646,Serviços,Tentei,PER
1647,Serviços,Tentei,PER
1647,Serviços,onboarding,LOC
1647,Serviços,ploblema,LOC
1649,Suporte,Precisei,LOC
1651,Suporte,Precisei,LOC
1652,Serviços,Normal,LOC
1654,Geral,Tentei,PER
1656,Geral,Tentei,PER
1660,Suporte,vcs,PER
1661,Suporte,Precisei,LOC
1662,Suporte,Tentei,PER
1663,Serviços,Tentei,PER
1663,Serviços,Precisei,LOC
1664,Serviços,Precisei,LOC
1665,Geral,Precisei,LOC
1665,Geral,Tentei,PER
1666,Produto,Tentei,PER
1667,Geral,Tentei,PER
1669,Serviços,Tentei,PER
1671,Produto,Tentei,PER
1673,Pós-venda,Tentei,PER
1674,Suporte,Precisei,LOC
1674,Suporte,Tentei,PER
1675,Produto,Tentei,PER
1675,Produto,Precisei,LOC
1675,Produto,onboarding,PER
1675,Produto,vcs ploblema,PER
1676,Suporte,Precisei,LOC
1679,Suporte,Tentei,PER
1684,Produto,Tentei,PER
1684,Produto,vcs demoro,PER
1686,Suporte,Precisei,LOC
1686,Suporte,Tentei,PER
1686,Suporte,naum,LOC
1687,Geral,Precisei,LOC
1687,Geral,Tentei,PER
1688,Produto,Precisei,LOC
1688,Produto,Tentei,PER
1689,Geral,dashboard,PER
1689,Geral,naum,LOC
1690,Serviços,Regular,LOC
1691,Serviços,Tentei,PER
1692,Produto,Tentei,PER
1692,Produto,Precisei,LOC
1693,Pós-venda,onboarding,PER
1693,Pós-venda,Precisei,LOC
1694,Suporte,onboarding,LOC
1694,Suporte,vcs sitema,PER
1695,Pós-venda,naum,LOC
1697,Pós-venda,limite,PER
1698,Serviços,Precisei,LOC
1699,Suporte,Precisei,LOC
1704,Produto,Tentei,PER
1704,Produto,Precisei,LOC
1705,Produto,ploblema sitema,PER
1706,Produto,Tentei,PER
1707,Produto,Precisei,LOC
1707,Produto,Tentei,PER
1708,Produto,Precisei,LOC
1709,Suporte,Precisei,LOC
1709,Suporte,Tentei,PER
1710,Serviços,Precisei,LOC
1713,Suporte,Tentei,PER
1714,Suporte,Tentei,PER
1714,Suporte,Precisei,LOC
1717,Geral,Precisei,LOC
1719,Produto,Ok,LOC
1721,Produto,Precisei,LOC
1722,Suporte,Precisei,LOC
1722,Suporte,travano,LOC
1724,Pós-venda,Precisei,LOC
1726,Suporte,Tentei,PER
1729,Suporte,Tentei,PER
1736,Produto,Precisei,LOC
1736,Produto,Tentei,PER
1737,Produto,Precisei,LOC
1737,Produto,Tentei,PER
1738,Suporte,login,PER
1739,Suporte,Regular,LOC
1741,Serviços,Tentei,PER
1741,Serviços,Precisei,LOC
1743,Suporte,Tentei,PER
1744,Suporte,travano,LOC
1745,Suporte,Tentei,PER
1748,Produto,Tentei,PER
1749,Suporte,Precisei,LOC
1750,Produto,Precisei,LOC
1750,Produto,Tentei,PER
1751,Produto,ploblema,LOC
1752,Suporte,Tentei,PER
1752,Suporte,Precisei,LOC
1753,Serviços,Tentei,PER
1755,Suporte,Precisei,LOC
1759,Produto,Tentei,PER
1759,Produto,naum,LOC
1761,Produto,onboarding,MISC
1763,Suporte,Tentei,PER
1768,Produto,Tentei,PER
1768,Produto,Precisei,LOC
1769,Pós-venda,Tentei,PER
1769,Pós-venda,onboarding,MISC
1770,Suporte,limite,PER
1770,Suporte,probelma vcs sitema,PER
1773,Suporte,Precisei,LOC
1776,Produto,dashboard,PER
1776,Produto,vcs naum,PER
1777,Geral,dashboard,PER
1777,Geral,naum probelma,PER
1778,Serviços,Precisei,LOC
1778,Serviços,dashboard,LOC
1779,Produto,Tentei,PER
1782,Suporte,Tentei,PER
1783,Suporte,Tentei,PER
1783,Suporte,dashboard,LOC
1784,Suporte,Regular,LOC
1785,Serviços,ploblema demoro,PER
1787,Produto,Precisei,LOC
1788,Suporte,Tentei,PER
1789,Suporte,Regular,LOC
1790,Suporte,Tentei,PER
1791,Produto,Precisei,LOC
1792,Produto,Precisei,LOC
1793,Serviços,Tentei,PER
1793,Serviços,Precisei,LOC
1795,Produto,Precisei,LOC
1797,Geral,Tentei,PER
1797,Geral,Precisei,LOC
1798,Produto,Precisei,LOC
1799,Suporte,Tentei,PER
1800,Serviços,dashboard,LOC
1801,Serviços,Precisei,LOC
1801,Serviços,ploblema,PER
1802,Serviços,Precisei,LOC
1803,Pós-venda,Precisei,LOC
1803,Pós-venda,Tentei,PER
1804,Serviços,Precisei,LOC
1804,Serviços,vcs,PER
1805,Pós-venda,Tentei,PER
1807,Suporte,Regular,LOC
1808,Produto,Tentei,PER
1808,Produto,dashboard,PER
1808,Produto,Precisei,LOC
1808,Produto,dashboard,PER
1809,Serviços,Precisei,LOC
1809,Serviços,onboarding,LOC
1810,Geral,Precisei,LOC
1811,Suporte,Precisei,LOC
1811,Suporte,ploblema,LOC
1812,Geral,Precisei,LOC
1813,Produto,Precisei,LOC
1813,Produto,Tentei,PER
1817,Serviços,Tentei,PER
1819,Suporte,Tentei,PER
1821,Serviços,Tentei,PER
1824,Serviços,Tentei,PER
1825,Produto,Tentei,PER
1826,Suporte,Tentei,PER
1828,Produto,Tentei,PER
1829,Pós-venda,Tentei,PER
1829,Pós-venda,Precisei,LOC
1829,Pós-venda,travano,LOC
1830,Pós-venda,dashboard,PER
1831,Geral,Tentei,PER
1832,Suporte,Precisei,LOC
1833,Suporte,Tentei,PER
1833,Suporte,Precisei,LOC
1834,Produto,Tentei,PER
1834,Produto,Precisei,LOC
1835,Produto,Precisei,LOC
1838,Produto,Precisei,LOC
1839,Pós-venda,Precisei,LOC
1840,Suporte,Precisei,LOC
1840,Suporte,ploblema demoro,PER
1842,Suporte,Precisei,LOC
1842,Suporte,onboarding,MISC
1844,Produto,Tentei,PER
1844,Produto,dashboard,LOC
1844,Produto,login,PER
1844,Produto,Precisei,LOC
1846,Suporte,Precisei,LOC
1847,Pós-venda,Precisei,LOC
1848,Suporte,vcs,LOC
1849,Suporte,Tentei,PER
1850,Serviços,Precisei,LOC
1851,Geral,Tentei,PER
1851,Geral,Precisei,LOC
1852,Suporte,Tentei,PER
1853,Suporte,relatórios,PER
1854,Suporte,Precisei,LOC
1856,Suporte,ploblema vcs qdo,PER
1858,Geral,Tentei,PER
1860,Produto,Tentei,PER
1861,Serviços,Tentei,PER
1862,Geral,Tentei,PER
1862,Geral,ploblema,LOC
1863,Serviços,Precisei,LOC
1864,Suporte,Precisei,LOC
1866,Produto,Precisei,LOC
1868,Produto,Tentei,PER
1869,Geral,ploblema naum,PER
1871,Suporte,Tentei,PER
1872,Geral,Precisei,LOC
1872,Geral,Tentei,PER
